item_id,parent_ids,name,current_mass_kg,mass_low_kg,mass_high_kg,unit,unit_kind,material_class,material_candidate,material_alternates,material_note,performance_checks,tolerance,surface_finish,sealing_quality,alignment_accuracy,existing_candidate,candidate_mass_kg,candidate_fit,candidate_note,suggested_decision,item_path
ebf3_rotary_encoder_read_head,ebf3_rotary_encoder,EBF3 rotary encoder read head,0.22,0.088,0.55,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,motion tolerance/load/lubrication,review_required,review_required,,review_required,encoder_rotary_incremental,0.15,accuracy_risk,"Resolution, vacuum, and mounting assumptions are hidden.",reuse_with_accuracy_risk,kb/items/parts/ebf3_rotary_encoder_read_head.yaml
ebf3_rotary_encoder_scale_ring,ebf3_rotary_encoder,EBF3 rotary encoder scale ring,0.18,0.072,0.45,unit,discrete,glass,glass,,Current material_class is the starting point.,motion tolerance/load/lubrication,review_required,review_required,,review_required,encoder_rotary_incremental,0.15,accuracy_risk,"Resolution, vacuum, and mounting assumptions are hidden.",reuse_with_accuracy_risk,kb/items/parts/ebf3_rotary_encoder_scale_ring.yaml
ebf3_rotary_worm_shaft,ebf3_four_axis_positioning_system,EBF3 rotary worm shaft,1.5,0.6,3.75,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication; stiffness/tolerance/interface fit,review_required,review_required,,review_required,worm_gear_set_v0,2,likely_reuse,Same gear family if torque/load is modest.,reuse_with_accuracy_risk,kb/items/parts/ebf3_rotary_worm_shaft.yaml
ebf3_rotary_worm_wheel,ebf3_four_axis_positioning_system,EBF3 rotary worm wheel,2,0.8,5,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,review_required,review_required,,review_required,worm_gear_set_v0,2,likely_reuse,Same gear family if torque/load is modest.,reuse_with_accuracy_risk,kb/items/parts/ebf3_rotary_worm_wheel.yaml
ebf3_safety_logic_board,ebf3_safety_blocking_logic,EBF3 safety logic board,0.55,0.22,1.375,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,circuit function/rating,,,,,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_import_decision,kb/items/parts/ebf3_safety_logic_board.yaml
ebf3_safety_relay_or_interlock_set,ebf3_safety_blocking_logic,EBF3 safety relay or interlock set,0.45,0.225,0.9,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,basic function/material/scale,,,,,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_import_decision,kb/items/parts/ebf3_safety_relay_or_interlock_set.yaml
ebf3_sectioned_hv_step_up_transformer,ebf3_hv_section_module_set,EBF3 sectioned HV step-up transformer,10,3.3,30,unit,discrete,composite,composite_placeholder,split_into_materials,Split or proxy if material mix affects closure.,voltage/current/dielectric rating; circuit function/rating,,,,,high_voltage_transformer,20,accuracy_risk,Voltage class and insulation package need scaling.,reuse_with_accuracy_risk,kb/items/parts/ebf3_sectioned_hv_step_up_transformer.yaml
ebf3_sensor_interface_board,ebf3_sensor_interface_module,EBF3 sensor interface board,0.35,0.14,0.875,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,circuit function/rating,,,,,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_import_decision,kb/items/parts/ebf3_sensor_interface_board.yaml
ebf3_sensor_interface_connector_set,ebf3_sensor_interface_module,EBF3 sensor interface connector set,0.1,0.033,0.3,unit,discrete,electronic,copper_alloy_contact,ceramic_or_polymer_body,Contact/body materials should be split if closure matters.,voltage/current/dielectric rating; circuit function/rating,,,,,connector_electrical_multi_pin,0.1,accuracy_risk,"Pin count, seal, and rating assumptions are hidden.",registered_not_enough_accuracy,kb/items/parts/ebf3_sensor_interface_connector_set.yaml
ebf3_sensor_interface_shield,ebf3_sensor_interface_module,EBF3 sensor interface shield,0.05,0.02,0.125,unit,discrete,metal,steel,aluminum; refractory_foil,Radiation/HV shields may need refractory metal.,circuit function/rating,,,,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_sensor_interface_shield.yaml
ebf3_sensor_signal_conditioning_front_end,ebf3_sensor_interface_module,EBF3 sensor signal conditioning front end,0.2,0.08,0.5,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,circuit function/rating,,,,,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_import_decision,kb/items/parts/ebf3_sensor_signal_conditioning_front_end.yaml
ebf3_spatter_shield_mounting_tab_set,ebf3_spatter_shielding,EBF3 spatter shield mounting tab set,0.15,0.075,0.3,unit,discrete,metal,steel,aluminum; refractory_foil,Radiation/HV shields may need refractory metal.,basic function/material/scale,,,,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_spatter_shield_mounting_tab_set.yaml
ebf3_spatter_shield_retainer_set,ebf3_spatter_shielding,EBF3 spatter shield retainer set,0.25,0.125,0.5,unit,discrete,metal,steel,aluminum,Simple retaining hardware unless high temperature.,basic function/material/scale,,,,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_spatter_shield_retainer_set.yaml
ebf3_spool_brake_adjuster_knob,ebf3_spool_brake_adjuster,EBF3 spool brake adjuster knob,0.07,0.035,0.14,unit,discrete,metal,steel,ceramic,Simple hardware; choose ceramic for heat/electrical isolation.,basic function/material/scale,,,,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_spool_brake_adjuster_knob.yaml
ebf3_spool_brake_washer,ebf3_wire_feeder,EBF3 spool brake washer,0.08,0.04,0.16,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,,,,fastener_kit_medium,1,likely_reuse,Generic washer/fastener kit is acceptable unless material is special.,registered_not_enough_accuracy,kb/items/parts/ebf3_spool_brake_washer.yaml
ebf3_spool_hub,ebf3_wire_feeder,EBF3 spool hub,0.6,0.3,1.2,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,,,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_spool_hub.yaml
ebf3_spool_retaining_ring,ebf3_wire_feeder,EBF3 spool retaining ring,0.03,0.015,0.06,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,,,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_spool_retaining_ring.yaml
ebf3_spool_support_shaft,ebf3_wire_feeder,EBF3 spool support shaft,0.5,0.25,1,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,stiffness/tolerance/interface fit,review_required,review_required,,,steel_shaft,3,accuracy_risk,"Length, diameter, finish, and straightness need scaling.",reuse_with_accuracy_risk,kb/items/parts/ebf3_spool_support_shaft.yaml
ebf3_substrate_clamp_insulating_pad_set,ebf3_substrate_clamp,EBF3 substrate clamp insulating pad set,0.2,0.1,0.4,unit,discrete,ceramic,alumina_ceramic,porcelain; fused_silica,Select dielectric/thermal grade before recipe work.,stiffness/tolerance/interface fit,review_required,review_required,,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_substrate_clamp_insulating_pad_set.yaml
ebf3_substrate_clamp_jaw_set,ebf3_substrate_clamp,EBF3 substrate clamp jaw set,0.55,0.275,1.1,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,stiffness/tolerance/interface fit,review_required,review_required,,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_substrate_clamp_jaw_set.yaml
ebf3_tank_side_bushing_cable_socket_interface,ebf3_tank_side_hv_output_bushing,EBF3 tank-side bushing cable socket interface,0.2,0.066,0.6,unit,discrete,composite,aluminum_conductor,copper_conductor,"Voltage, vacuum, and temperature decide insulation.",voltage/current/dielectric rating; vacuum leak rate/outgassing,,review_required,review_required,,assembled_cable_harness,5,accuracy_risk,"Length, shield, insulation, and rating need scaling.",registered_wrong_functional_object,kb/items/parts/ebf3_tank_side_bushing_cable_socket_interface.yaml
ebf3_tank_side_bushing_central_conductor,ebf3_tank_side_hv_output_bushing,EBF3 tank-side bushing central conductor,0.25,0.0825,0.75,unit,discrete,metal,aluminum,copper,Use copper only when conductivity/size penalty matters.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,review_required,review_required,,electrical_wire_and_connectors,1,accuracy_risk,"Length, conductor, insulation, and termination need scaling.",registered_wrong_functional_object,kb/items/parts/ebf3_tank_side_bushing_central_conductor.yaml
ebf3_tank_side_bushing_field_grading_shield,ebf3_tank_side_hv_output_bushing,EBF3 tank-side bushing field grading shield,0.12,0.0396,0.36,unit,discrete,conductive_metal,steel,aluminum; refractory_foil,Radiation/HV shields may need refractory metal.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,review_required,review_required,,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_import_decision,kb/items/parts/ebf3_tank_side_bushing_field_grading_shield.yaml
ebf3_tank_side_bushing_insulator_body,ebf3_tank_side_hv_output_bushing,EBF3 tank-side bushing insulator body,0.75,0.2475,2.25,unit,discrete,ceramic,alumina_ceramic,porcelain; fused_silica,Use ceramic route; dielectric/creepage rating required.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,review_required,review_required,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_tank_side_bushing_insulator_body.yaml
ebf3_tank_side_bushing_mounting_flange,ebf3_tank_side_hv_output_bushing,EBF3 tank-side bushing mounting flange,0.3,0.099,0.9,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,review_required,review_required,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_tank_side_bushing_mounting_flange.yaml
ebf3_thermal_imager_housing,ebf3_thermal_imaging_monitoring_system,EBF3 thermal imager housing,0.2,0.1,0.4,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,thermal load/temperature rise,,,,,enclosure_electrical_medium,4,accuracy_risk,Housing geometry and interface assumptions are hidden.,needs_decomposition_or_dedicated_readiness,kb/items/parts/ebf3_thermal_imager_housing.yaml
ebf3_thermal_imager_lens_assembly,ebf3_thermal_imaging_monitoring_system,EBF3 thermal imager lens assembly,0.25,0.0825,0.75,unit,discrete,glass,glass,,Current material_class is the starting point.,electron-beam geometry/thermal stability; thermal load/temperature rise,review_required,review_required,,review_required,lens_assembly_magnifying,0.4,accuracy_risk,"Optical material, wavelength, and thermal/vacuum environment need review.",needs_decomposition_or_dedicated_readiness,kb/items/parts/ebf3_thermal_imager_lens_assembly.yaml
ebf3_thermal_imager_processing_board,ebf3_thermal_imaging_monitoring_system,EBF3 thermal imager processing board,0.2,0.08,0.5,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,circuit function/rating; thermal load/temperature rise,,,,,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_dedicated_readiness,kb/items/parts/ebf3_thermal_imager_processing_board.yaml
ebf3_thermal_imager_sensor_module,ebf3_thermal_imaging_monitoring_system,EBF3 thermal imager sensor module,0.35,0.14,0.875,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,circuit function/rating; thermal load/temperature rise,,,,,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_dedicated_readiness,kb/items/parts/ebf3_thermal_imager_sensor_module.yaml
ebf3_thermal_isolation_standoff_body_set,ebf3_thermal_isolation_standoffs,EBF3 thermal isolation standoff body set,0.3,0.15,0.6,unit,discrete,insulator,alumina_ceramic,steel,Use ceramic when electrical/thermal isolation matters; steel only for structural standoffs.,thermal load/temperature rise,,,,,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_dedicated_readiness,kb/items/parts/ebf3_thermal_isolation_standoff_body_set.yaml
ebf3_thermal_isolation_standoff_fastener_interface_set,ebf3_thermal_isolation_standoffs,EBF3 thermal isolation standoff fastener interface set,0.04,0.02,0.08,unit,discrete,metal,alumina_ceramic,steel,Use ceramic when electrical/thermal isolation matters; steel only for structural standoffs.,thermal load/temperature rise,,,,,thermal_interface_material,0.1,likely_reuse,Material proxy; check temperature and vacuum/outgassing.,needs_decomposition_or_dedicated_readiness,kb/items/parts/ebf3_thermal_isolation_standoff_fastener_interface_set.yaml
ebf3_thermal_isolation_standoff_washer_set,ebf3_thermal_isolation_standoffs,EBF3 thermal isolation standoff washer set,0.06,0.03,0.12,unit,discrete,insulator,alumina_ceramic,steel,Use ceramic when electrical/thermal isolation matters; steel only for structural standoffs.,thermal load/temperature rise,,,,,fastener_kit_medium,1,likely_reuse,Generic washer/fastener kit is acceptable unless material is special.,needs_decomposition_or_dedicated_readiness,kb/items/parts/ebf3_thermal_isolation_standoff_washer_set.yaml
ebf3_timebase_oscillator_module,ebf3_data_logger_timebase,EBF3 timebase oscillator module,0.1,0.04,0.25,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,circuit function/rating,,,,,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_import_decision,kb/items/parts/ebf3_timebase_oscillator_module.yaml
ebf3_transformer_insulation_barrier_set,ebf3_transformer_insulation_spacers,EBF3 transformer insulation barrier set,0.6,0.24,1.5,unit,discrete,insulator,insulator,,Current material_class is the starting point.,circuit function/rating,,,,,high_voltage_transformer,20,accuracy_risk,Voltage class and insulation package need scaling.,reuse_with_accuracy_risk,kb/items/parts/ebf3_transformer_insulation_barrier_set.yaml
ebf3_transformer_spacer_post_set,ebf3_transformer_insulation_spacers,EBF3 transformer spacer post set,0.4,0.16,1,unit,discrete,insulator,steel,aluminum; alumina_ceramic,Choose ceramic if electrical/thermal isolation matters.,circuit function/rating,,,,,high_voltage_transformer,20,accuracy_risk,Voltage class and insulation package need scaling.,reuse_with_accuracy_risk,kb/items/parts/ebf3_transformer_spacer_post_set.yaml
ebf3_visible_camera_housing,ebf3_visible_camera,EBF3 visible camera housing,0.3,0.15,0.6,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,,,,machine_vision_camera_v0,0.25,accuracy_risk,"Sensor, lens, thermal/vacuum environment need review.",reuse_with_accuracy_risk,kb/items/parts/ebf3_visible_camera_housing.yaml
ebf3_visible_camera_lens_assembly,ebf3_visible_camera,EBF3 visible camera lens assembly,0.25,0.0825,0.75,unit,discrete,glass,glass,,Current material_class is the starting point.,electron-beam geometry/thermal stability,review_required,review_required,,review_required,machine_vision_camera_v0,0.25,accuracy_risk,"Sensor, lens, thermal/vacuum environment need review.",needs_decomposition_or_dedicated_readiness,kb/items/parts/ebf3_visible_camera_lens_assembly.yaml
ebf3_visible_camera_sensor_module,ebf3_visible_camera,EBF3 visible camera sensor module,0.3,0.12,0.75,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,circuit function/rating,,,,,machine_vision_camera_v0,0.25,accuracy_risk,"Sensor, lens, thermal/vacuum environment need review.",reuse_with_accuracy_risk,kb/items/parts/ebf3_visible_camera_sensor_module.yaml
ebf3_wire_feed_control_board,ebf3_wire_feed_control_module,EBF3 wire feed control board,0.45,0.18,1.125,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,circuit function/rating,,,,,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_import_decision,kb/items/parts/ebf3_wire_feed_control_board.yaml
ebf3_wire_feed_control_connector_set,ebf3_wire_feed_control_module,EBF3 wire feed control connector set,0.15,0.0495,0.45,unit,discrete,electronic,copper_alloy_contact,ceramic_or_polymer_body,Contact/body materials should be split if closure matters.,voltage/current/dielectric rating,,,,,connector_electrical_multi_pin,0.1,accuracy_risk,"Pin count, seal, and rating assumptions are hidden.",registered_not_enough_accuracy,kb/items/parts/ebf3_wire_feed_control_connector_set.yaml
ebf3_wire_feed_control_shield,ebf3_wire_feed_control_module,EBF3 wire feed control shield,0.1,0.05,0.2,unit,discrete,metal,steel,aluminum; refractory_foil,Radiation/HV shields may need refractory metal.,basic function/material/scale,,,,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_wire_feed_control_shield.yaml
ebf3_wire_feed_drive_roll_body,ebf3_wire_feed_drive_roll,EBF3 wire feed drive roll body,0.22,0.11,0.44,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,,,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_wire_feed_drive_roll_body.yaml
ebf3_wire_feed_drive_roll_groove_profile,ebf3_wire_feed_drive_roll,EBF3 wire feed drive roll groove profile,0.05,0.025,0.1,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,,,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_wire_feed_drive_roll_groove_profile.yaml
ebf3_wire_feed_encoder_sensor_body,ebf3_wire_feed_encoder_sensor,EBF3 wire feed encoder sensor body,0.14,0.056,0.35,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,motion tolerance/load/lubrication; circuit function/rating,review_required,review_required,,review_required,encoder_rotary_incremental,0.15,accuracy_risk,"Resolution, vacuum, and mounting assumptions are hidden.",reuse_with_accuracy_risk,kb/items/parts/ebf3_wire_feed_encoder_sensor_body.yaml
ebf3_wire_feed_encoder_target,ebf3_wire_feed_encoder_sensor,EBF3 wire feed encoder target,0.08,0.032,0.2,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,review_required,review_required,,review_required,encoder_rotary_incremental,0.15,accuracy_risk,"Resolution, vacuum, and mounting assumptions are hidden.",reuse_with_accuracy_risk,kb/items/parts/ebf3_wire_feed_encoder_target.yaml
ebf3_wire_feed_gearbox,ebf3_wire_feed_gearmotor,EBF3 wire feed gearbox,0.7,0.35,1.4,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,,,,gearbox_reducer_small,35,accuracy_risk,"Torque ratio, lubrication, and vacuum compatibility need review.",reuse_with_accuracy_risk,kb/items/parts/ebf3_wire_feed_gearbox.yaml
ebf3_wire_feed_idler_arm,ebf3_wire_feed_pressure_arm,EBF3 wire feed idler arm,0.4,0.2,0.8,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,,,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_wire_feed_idler_arm.yaml
ebf3_wire_feed_motor_body,ebf3_wire_feed_gearmotor,EBF3 wire feed motor body,0.95,0.38,2.375,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,motion tolerance/load/lubrication,review_required,review_required,,review_required,stepper_motor_precision,3,accuracy_risk,"Torque, vacuum compatibility, encoder, and insulation need review.",reuse_with_accuracy_risk,kb/items/parts/ebf3_wire_feed_motor_body.yaml
ebf3_wire_feed_motor_clamp_insulator,ebf3_wire_feeder,EBF3 wire feed motor clamp insulator,0.2,0.066,0.6,unit,discrete,insulator,alumina_ceramic,porcelain; fused_silica,Use ceramic route; dielectric/creepage rating required.,voltage/current/dielectric rating; motion tolerance/load/lubrication; stiffness/tolerance/interface fit,review_required,review_required,,review_required,stepper_motor_precision,3,accuracy_risk,"Torque, vacuum compatibility, encoder, and insulation need review.",reuse_with_accuracy_risk,kb/items/parts/ebf3_wire_feed_motor_clamp_insulator.yaml
ebf3_wire_feed_motor_driver_stage,ebf3_wire_feed_control_module,EBF3 wire feed motor driver stage,0.3,0.12,0.75,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,motion tolerance/load/lubrication; circuit function/rating,review_required,review_required,,review_required,stepper_motor_precision,3,accuracy_risk,"Torque, vacuum compatibility, encoder, and insulation need review.",reuse_with_accuracy_risk,kb/items/parts/ebf3_wire_feed_motor_driver_stage.yaml
ebf3_wire_feed_motor_housing,ebf3_wire_feed_gearmotor,EBF3 wire feed motor housing,0.2,0.08,0.5,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,review_required,review_required,,review_required,stepper_motor_precision,3,accuracy_risk,"Torque, vacuum compatibility, encoder, and insulation need review.",reuse_with_accuracy_risk,kb/items/parts/ebf3_wire_feed_motor_housing.yaml
ebf3_wire_feed_motor_mount_clamp_alignment_pin_set,ebf3_wire_feed_motor_mount_clamp,EBF3 wire feed motor mount clamp alignment pin set,0.04,0.016,0.1,unit,discrete,metal,steel,aluminum; alumina_ceramic,Simple machined/bent/welded hardware unless insulating.,motion tolerance/load/lubrication; stiffness/tolerance/interface fit,review_required,review_required,,review_required,stepper_motor_precision,3,accuracy_risk,"Torque, vacuum compatibility, encoder, and insulation need review.",reuse_with_accuracy_risk,kb/items/parts/ebf3_wire_feed_motor_mount_clamp_alignment_pin_set.yaml
ebf3_wire_feed_motor_mount_clamp_fastener_set,ebf3_wire_feed_motor_mount_clamp,EBF3 wire feed motor mount clamp fastener set,0.08,0.032,0.2,unit,discrete,metal,steel,aluminum; alumina_ceramic,Simple machined/bent/welded hardware unless insulating.,motion tolerance/load/lubrication; stiffness/tolerance/interface fit,review_required,review_required,,review_required,stepper_motor_precision,3,accuracy_risk,"Torque, vacuum compatibility, encoder, and insulation need review.",reuse_with_accuracy_risk,kb/items/parts/ebf3_wire_feed_motor_mount_clamp_fastener_set.yaml
ebf3_wire_feed_motor_mount_clamp_half_set,ebf3_wire_feed_motor_mount_clamp,EBF3 wire feed motor mount clamp half set,0.28,0.112,0.7,unit,discrete,metal,steel,aluminum; alumina_ceramic,Simple machined/bent/welded hardware unless insulating.,motion tolerance/load/lubrication; stiffness/tolerance/interface fit,review_required,review_required,,review_required,stepper_motor_precision,3,accuracy_risk,"Torque, vacuum compatibility, encoder, and insulation need review.",reuse_with_accuracy_risk,kb/items/parts/ebf3_wire_feed_motor_mount_clamp_half_set.yaml
ebf3_wire_feed_pressure_arm_pivot_pin,ebf3_wire_feed_pressure_arm,EBF3 wire feed pressure-arm pivot pin,0.04,0.02,0.08,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,,,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_wire_feed_pressure_arm_pivot_pin.yaml
ebf3_wire_feed_pressure_roll,ebf3_wire_feed_pressure_arm,EBF3 wire feed pressure roll,0.25,0.125,0.5,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,,,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_wire_feed_pressure_roll.yaml
ebf3_wire_feed_roll_bearing_set,ebf3_drive_roll_carrier,EBF3 wire feed roll bearing set,0.2,0.08,0.5,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,review_required,review_required,,review_required,bearing_set_heavy,4,accuracy_risk,"Load, runout, lubrication, and vacuum compatibility need review.",reuse_with_accuracy_risk,kb/items/parts/ebf3_wire_feed_roll_bearing_set.yaml
ebf3_wire_feeder_base_mounting_slot_set,ebf3_wire_feeder_base,EBF3 wire feeder base mounting slot set,0.36,0.18,0.72,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,,,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_wire_feeder_base_mounting_slot_set.yaml
ebf3_wire_feeder_base_plate,ebf3_wire_feeder_base,EBF3 wire feeder base plate,1.8,0.9,3.6,unit,discrete,metal,steel_plate,aluminum_plate,"Select by stiffness, flatness, thermal exposure, and manufacturability.",stiffness/tolerance/interface fit,review_required,review_required,,,metal_sheet_or_plate,1,accuracy_risk,Stock is not a same-level replacement; use for material/process only.,reuse_with_accuracy_risk,kb/items/parts/ebf3_wire_feeder_base_plate.yaml
ebf3_wire_feeder_base_standoff_set,ebf3_wire_feeder_base,EBF3 wire feeder base standoff set,0.7,0.35,1.4,unit,discrete,metal,alumina_ceramic,steel,Use ceramic when electrical/thermal isolation matters; steel only for structural standoffs.,basic function/material/scale,,,,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_wire_feeder_base_standoff_set.yaml
ebf3_wire_feeder_base_stiffener,ebf3_wire_feeder,EBF3 wire feeder base stiffener,0.4,0.2,0.8,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,,,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_wire_feeder_base_stiffener.yaml
ebf3_wire_feeder_feedthrough_air_side_connector,ebf3_wire_feeder_feedthrough_connector,EBF3 wire feeder feedthrough air-side connector,0.05,0.0165,0.15,unit,discrete,composite,copper_alloy_contact,ceramic_or_polymer_body,Contact/body materials should be split if closure matters.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,review_required,review_required,,connector_electrical_multi_pin,0.1,accuracy_risk,"Pin count, seal, and rating assumptions are hidden.",needs_decomposition_or_dedicated_readiness,kb/items/parts/ebf3_wire_feeder_feedthrough_air_side_connector.yaml
ebf3_wire_feeder_feedthrough_flange,ebf3_wire_feeder_feedthrough_connector,EBF3 wire feeder feedthrough flange,0.08,0.0264,0.24,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,review_required,review_required,,electrical_feedthrough_vacuum,1,accuracy_risk,"Vacuum seal, pin, dielectric, and voltage rating are fidelity-critical.",needs_decomposition_or_dedicated_readiness,kb/items/parts/ebf3_wire_feeder_feedthrough_flange.yaml
ebf3_wire_feeder_feedthrough_insulator_body,ebf3_wire_feeder_feedthrough_connector,EBF3 wire feeder feedthrough insulator body,0.18,0.0594,0.54,unit,discrete,ceramic,alumina_ceramic,porcelain; fused_silica,Use ceramic route; dielectric/creepage rating required.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,review_required,review_required,,electrical_feedthrough_vacuum,1,accuracy_risk,"Vacuum seal, pin, dielectric, and voltage rating are fidelity-critical.",needs_decomposition_or_dedicated_readiness,kb/items/parts/ebf3_wire_feeder_feedthrough_insulator_body.yaml
ebf3_wire_feeder_feedthrough_motor_power_pin_set,ebf3_wire_feeder_feedthrough_connector,EBF3 wire feeder feedthrough motor power pin set,0.08,0.0264,0.24,unit,discrete,conductive_metal,conductive_metal,,Current material_class is the starting point.,voltage/current/dielectric rating; vacuum leak rate/outgassing; motion tolerance/load/lubrication,review_required,review_required,review_required,review_required,electrical_feedthrough_vacuum,1,accuracy_risk,"Vacuum seal, pin, dielectric, and voltage rating are fidelity-critical.",needs_decomposition_or_dedicated_readiness,kb/items/parts/ebf3_wire_feeder_feedthrough_motor_power_pin_set.yaml
