item_id,name,mass_kg,policy,route_decision,material_before,material,primary_process_id,decomposition_action,process_risk_level,process_risk_type,process_risk_reason,item_path
ebf3_substrate_clamp_insulating_pad_set,EBF3 substrate clamp insulating pad set,0.2,sensitivity_flag,lunar_candidate_flagged,ceramic,ceramic,ceramic_forming_basic_v0,no_material_change,medium,ceramic_forming_sintering_qa,"Ceramic feedstock and forming are plausible, but shrinkage, density, finish, and inspection remain sensitivity items.",kb/items/parts/ebf3_substrate_clamp_insulating_pad_set.yaml
ebf3_substrate_clamp_jaw_set,EBF3 substrate clamp jaw set,0.55,sensitivity_flag,lunar_candidate_flagged,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_substrate_clamp_jaw_set.yaml
ebf3_substrate_clamp_screw_set,EBF3 substrate clamp screw set,0.25,sensitivity_flag,lunar_candidate_flagged,steel,steel,fastener_kit_small_fabrication_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_substrate_clamp_screw_set.yaml
ebf3_tank_side_bushing_cable_socket_interface,EBF3 tank-side bushing cable socket interface,0.2,import_nominal,import_as_leaf,composite,composite,import_receiving_basic_v0,keep_as_complex_import_or_defer,high,unresolved_material_system,Composite label remains unresolved; item needs BOM decomposition or import treatment.,kb/items/parts/ebf3_tank_side_bushing_cable_socket_interface.yaml
ebf3_tank_side_bushing_central_conductor,EBF3 tank-side bushing central conductor,0.25,sensitivity_flag,lunar_candidate_flagged,aluminum,aluminum,machining_basic_v0,no_material_change,medium_high,electrical_conductor_route,Conductor material is plausible only with drawing/insulation/termination/field or vacuum electrical tests; copper is import/recycle constrained.,kb/items/parts/ebf3_tank_side_bushing_central_conductor.yaml
ebf3_tank_side_bushing_field_grading_shield,EBF3 tank-side bushing field grading shield,0.12,sensitivity_flag,lunar_candidate_flagged,conductive_metal,aluminum,machining_basic_v0,updated_material,medium_high,electrical_conductor_route,Conductor material is plausible only with drawing/insulation/termination/field or vacuum electrical tests; copper is import/recycle constrained.,kb/items/parts/ebf3_tank_side_bushing_field_grading_shield.yaml
ebf3_tank_side_bushing_insulator_body,EBF3 tank-side bushing insulator body,0.75,import_until_gap_resolved,route_gap,ceramic,ceramic,ceramic_forming_basic_v0,no_material_change,medium,ceramic_forming_sintering_qa,"Ceramic feedstock and forming are plausible, but shrinkage, density, finish, and inspection remain sensitivity items.",kb/items/parts/ebf3_tank_side_bushing_insulator_body.yaml
ebf3_tank_side_bushing_mounting_flange,EBF3 tank-side bushing mounting flange,0.3,sensitivity_flag,lunar_candidate_flagged,steel,steel,machining_basic_v0,no_material_change,medium_high,structural_vacuum_qa,"Material is local-plausible, but leak/seal/surface/large-panel distortion qualification is not closed.",kb/items/parts/ebf3_tank_side_bushing_mounting_flange.yaml
ebf3_thermal_imager_housing,EBF3 thermal imager housing,0.2,local_nominal,lunar_candidate,aluminum,aluminum,aluminum_housing_machining_v1,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_thermal_imager_housing.yaml
ebf3_thermal_imager_lens_assembly,EBF3 thermal imager lens assembly,0.25,import_nominal,import_as_leaf,glass,glass,import_receiving_basic_v0,no_material_change,high,ceramic_glass_precision_or_hv_qa,"Lunar feedstock is plausible, but dielectric/optical/hermetic/metallized/precision finishing QA is not closed.",kb/items/parts/ebf3_thermal_imager_lens_assembly.yaml
ebf3_thermal_imager_processing_board,EBF3 thermal imager processing board,0.2,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_thermal_imager_processing_board.yaml
ebf3_thermal_imager_sensor_module,EBF3 thermal imager sensor module,0.35,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_thermal_imager_sensor_module.yaml
ebf3_thermal_isolation_standoff_body_set,EBF3 thermal isolation standoff body set,0.3,sensitivity_flag,lunar_candidate_flagged,insulator,alumina_ceramic,ceramic_forming_basic_v0,updated_material,medium,ceramic_forming_sintering_qa,"Ceramic feedstock and forming are plausible, but shrinkage, density, finish, and inspection remain sensitivity items.",kb/items/parts/ebf3_thermal_isolation_standoff_body_set.yaml
ebf3_thermal_isolation_standoff_fastener_interface_set,EBF3 thermal isolation standoff fastener interface set,0.04,sensitivity_flag,lunar_candidate_flagged,ceramic,ceramic,ceramic_forming_basic_v0,no_material_change,medium,ceramic_forming_sintering_qa,"Ceramic feedstock and forming are plausible, but shrinkage, density, finish, and inspection remain sensitivity items.",kb/items/parts/ebf3_thermal_isolation_standoff_fastener_interface_set.yaml
ebf3_thermal_isolation_standoff_washer_set,EBF3 thermal isolation standoff washer set,0.06,sensitivity_flag,lunar_candidate_flagged,insulator,alumina_ceramic,ceramic_forming_basic_v0,updated_material,medium,ceramic_forming_sintering_qa,"Ceramic feedstock and forming are plausible, but shrinkage, density, finish, and inspection remain sensitivity items.",kb/items/parts/ebf3_thermal_isolation_standoff_washer_set.yaml
ebf3_timebase_oscillator_module,EBF3 timebase oscillator module,0.1,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_timebase_oscillator_module.yaml
ebf3_transformer_insulation_barrier_set,EBF3 transformer insulation barrier set,0.6,import_nominal,earth_import,insulator,polymer_dielectric,coil_insulation_production_v0,updated_material,high,polymer_or_special_chemistry,"Polymer, elastomer, oil, TIM, and friction materials depend on organics/special chemistry and vacuum/HV qualification.",kb/items/parts/ebf3_transformer_insulation_barrier_set.yaml
ebf3_transformer_spacer_post_set,EBF3 transformer spacer post set,0.4,import_until_gap_resolved,route_gap,insulator,alumina_ceramic,ceramic_forming_basic_v0,updated_material,medium,ceramic_forming_sintering_qa,"Ceramic feedstock and forming are plausible, but shrinkage, density, finish, and inspection remain sensitivity items.",kb/items/parts/ebf3_transformer_spacer_post_set.yaml
ebf3_visible_camera_housing,EBF3 visible camera housing,0.3,local_nominal,lunar_candidate,aluminum,aluminum,aluminum_housing_machining_v1,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_visible_camera_housing.yaml
ebf3_visible_camera_lens_assembly,EBF3 visible camera lens assembly,0.25,import_nominal,import_as_leaf,glass,glass,import_receiving_basic_v0,no_material_change,high,ceramic_glass_precision_or_hv_qa,"Lunar feedstock is plausible, but dielectric/optical/hermetic/metallized/precision finishing QA is not closed.",kb/items/parts/ebf3_visible_camera_lens_assembly.yaml
ebf3_visible_camera_sensor_module,EBF3 visible camera sensor module,0.3,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_visible_camera_sensor_module.yaml
ebf3_visible_camera_signal_cable,EBF3 visible camera signal cable,0.15,import_nominal,earth_import,composite,composite,import_receiving_basic_v0,keep_as_complex_import_or_defer,high,unresolved_material_system,Composite label remains unresolved; item needs BOM decomposition or import treatment.,kb/items/parts/ebf3_visible_camera_signal_cable.yaml
ebf3_wire_feed_control_board,EBF3 wire feed control board,0.45,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_wire_feed_control_board.yaml
ebf3_wire_feed_control_connector_set,EBF3 wire feed control connector set,0.15,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_wire_feed_control_connector_set.yaml
ebf3_wire_feed_control_shield,EBF3 wire feed control shield,0.1,local_nominal,lunar_candidate,steel,steel,sheet_metal_cutting_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_wire_feed_control_shield.yaml
ebf3_wire_feed_drive_roll_body,EBF3 wire feed drive roll body,0.22,import_until_gap_resolved,route_gap,hardened_steel,hardened_steel,steel_shaft_machining_v0,no_material_change,high,precision_heat_treat_metrology,"Base steel may be lunar-plausible, but heat treatment, grinding, fatigue, preload, lubrication, and metrology are not closed.",kb/items/parts/ebf3_wire_feed_drive_roll_body.yaml
ebf3_wire_feed_drive_roll_groove_profile,EBF3 wire feed drive roll groove profile,0.05,import_until_gap_resolved,route_gap,hardened_steel,hardened_steel,machining_basic_v0,no_material_change,high,precision_heat_treat_metrology,"Base steel may be lunar-plausible, but heat treatment, grinding, fatigue, preload, lubrication, and metrology are not closed.",kb/items/parts/ebf3_wire_feed_drive_roll_groove_profile.yaml
ebf3_wire_feed_drive_roll_set_screw_or_key,EBF3 wire feed drive roll set screw or key,0.03,sensitivity_flag,lunar_candidate_flagged,steel,steel,fastener_kit_small_fabrication_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_wire_feed_drive_roll_set_screw_or_key.yaml
ebf3_wire_feed_encoder_sensor_body,EBF3 wire feed encoder sensor body,0.14,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_wire_feed_encoder_sensor_body.yaml
ebf3_wire_feed_encoder_signal_lead,EBF3 wire feed encoder signal lead,0.08,import_nominal,earth_import,composite,composite,import_receiving_basic_v0,keep_as_complex_import_or_defer,high,unresolved_material_system,Composite label remains unresolved; item needs BOM decomposition or import treatment.,kb/items/parts/ebf3_wire_feed_encoder_signal_lead.yaml
ebf3_wire_feed_encoder_target,EBF3 wire feed encoder target,0.08,import_until_gap_resolved,route_gap,steel,steel,machining_basic_v0,no_material_change,medium_high,structural_vacuum_qa,"Material is local-plausible, but leak/seal/surface/large-panel distortion qualification is not closed.",kb/items/parts/ebf3_wire_feed_encoder_target.yaml
ebf3_wire_feed_gearbox,EBF3 wire feed gearbox,0.7,import_until_gap_resolved,defer_split_import_fallback,mixed_precision_gearbox_materials,mixed_precision_gearbox_materials,import_receiving_basic_v0,keep_as_complex_import_or_defer,high,precision_heat_treat_metrology,"Base steel may be lunar-plausible, but heat treatment, grinding, fatigue, preload, lubrication, and metrology are not closed.",kb/items/parts/ebf3_wire_feed_gearbox.yaml
ebf3_wire_feed_idler_arm,EBF3 wire feed idler arm,0.4,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_wire_feed_idler_arm.yaml
ebf3_wire_feed_motor_body,EBF3 wire feed motor body,0.95,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_wire_feed_motor_body.yaml
ebf3_wire_feed_motor_clamp_insulator,EBF3 wire feed motor clamp insulator,0.2,sensitivity_flag,lunar_candidate_flagged,insulator,alumina_ceramic,ceramic_forming_basic_v0,updated_material,medium,ceramic_forming_sintering_qa,"Ceramic feedstock and forming are plausible, but shrinkage, density, finish, and inspection remain sensitivity items.",kb/items/parts/ebf3_wire_feed_motor_clamp_insulator.yaml
ebf3_wire_feed_motor_driver_stage,EBF3 wire feed motor driver stage,0.3,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_wire_feed_motor_driver_stage.yaml
ebf3_wire_feed_motor_housing,EBF3 wire feed motor housing,0.2,local_nominal,lunar_candidate,steel,steel,motor_housing_casting_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_wire_feed_motor_housing.yaml
ebf3_wire_feed_motor_lead_set,EBF3 wire feed motor lead set,0.15,import_nominal,earth_import,composite,composite,import_receiving_basic_v0,keep_as_complex_import_or_defer,high,unresolved_material_system,Composite label remains unresolved; item needs BOM decomposition or import treatment.,kb/items/parts/ebf3_wire_feed_motor_lead_set.yaml
ebf3_wire_feed_motor_mount_clamp_alignment_pin_set,EBF3 wire feed motor mount clamp alignment pin set,0.04,sensitivity_flag,lunar_candidate_flagged,steel,steel,steel_shaft_machining_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_wire_feed_motor_mount_clamp_alignment_pin_set.yaml
ebf3_wire_feed_motor_mount_clamp_fastener_set,EBF3 wire feed motor mount clamp fastener set,0.08,sensitivity_flag,lunar_candidate_flagged,steel,steel,fastener_kit_small_fabrication_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_wire_feed_motor_mount_clamp_fastener_set.yaml
ebf3_wire_feed_motor_mount_clamp_half_set,EBF3 wire feed motor mount clamp half set,0.28,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_wire_feed_motor_mount_clamp_half_set.yaml
ebf3_wire_feed_pressure_arm_pivot_pin,EBF3 wire feed pressure-arm pivot pin,0.04,sensitivity_flag,lunar_candidate_flagged,steel,steel,steel_shaft_machining_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_wire_feed_pressure_arm_pivot_pin.yaml
ebf3_wire_feed_pressure_roll,EBF3 wire feed pressure roll,0.25,import_until_gap_resolved,route_gap,steel,steel,machining_basic_v0,no_material_change,medium_high,structural_vacuum_qa,"Material is local-plausible, but leak/seal/surface/large-panel distortion qualification is not closed.",kb/items/parts/ebf3_wire_feed_pressure_roll.yaml
ebf3_wire_feed_roll_bearing_set,EBF3 wire feed roll bearing set,0.2,import_until_gap_resolved,defer_split_import_fallback,bearing_steel,bearing_steel,import_receiving_basic_v0,no_material_change,high,precision_heat_treat_metrology,"Base steel may be lunar-plausible, but heat treatment, grinding, fatigue, preload, lubrication, and metrology are not closed.",kb/items/parts/ebf3_wire_feed_roll_bearing_set.yaml
ebf3_wire_feeder_base_mounting_slot_set,EBF3 wire feeder base mounting slot set,0.36,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_wire_feeder_base_mounting_slot_set.yaml
ebf3_wire_feeder_base_plate,EBF3 wire feeder base plate,1.8,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_wire_feeder_base_plate.yaml
ebf3_wire_feeder_base_standoff_set,EBF3 wire feeder base standoff set,0.7,sensitivity_flag,lunar_candidate_flagged,alumina_ceramic,alumina_ceramic,ceramic_forming_basic_v0,no_material_change,medium,ceramic_forming_sintering_qa,"Ceramic feedstock and forming are plausible, but shrinkage, density, finish, and inspection remain sensitivity items.",kb/items/parts/ebf3_wire_feeder_base_standoff_set.yaml
ebf3_wire_feeder_base_stiffener,EBF3 wire feeder base stiffener,0.4,local_nominal,lunar_candidate,steel,steel,sheet_metal_cutting_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_wire_feeder_base_stiffener.yaml
ebf3_wire_feeder_feedthrough_air_side_connector,EBF3 wire feeder feedthrough air-side connector,0.05,import_nominal,import_as_leaf,composite,composite,import_receiving_basic_v0,keep_as_complex_import_or_defer,high,unresolved_material_system,Composite label remains unresolved; item needs BOM decomposition or import treatment.,kb/items/parts/ebf3_wire_feeder_feedthrough_air_side_connector.yaml
ebf3_wire_feeder_feedthrough_flange,EBF3 wire feeder feedthrough flange,0.08,sensitivity_flag,lunar_candidate_flagged,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_wire_feeder_feedthrough_flange.yaml
ebf3_wire_feeder_feedthrough_insulator_body,EBF3 wire feeder feedthrough insulator body,0.18,import_until_gap_resolved,route_gap,ceramic,ceramic,ceramic_forming_basic_v0,no_material_change,high,ceramic_glass_precision_or_hv_qa,"Lunar feedstock is plausible, but dielectric/optical/hermetic/metallized/precision finishing QA is not closed.",kb/items/parts/ebf3_wire_feeder_feedthrough_insulator_body.yaml
ebf3_wire_feeder_feedthrough_motor_power_pin_set,EBF3 wire feeder feedthrough motor power pin set,0.08,import_nominal,earth_import,conductive_metal,kovar_or_copper_alloy,import_receiving_basic_v0,updated_material,very_high,scarce_or_specialty_material,Trace/scarce/specialty alloy dependence; local route should not be assumed without explicit material production and QA.,kb/items/parts/ebf3_wire_feeder_feedthrough_motor_power_pin_set.yaml
ebf3_wire_feeder_feedthrough_shield_termination_interface,EBF3 wire feeder feedthrough shield termination interface,0.03,sensitivity_flag,lunar_candidate_flagged,conductive_metal,aluminum,machining_basic_v0,updated_material,medium_high,electrical_conductor_route,Conductor material is plausible only with drawing/insulation/termination/field or vacuum electrical tests; copper is import/recycle constrained.,kb/items/parts/ebf3_wire_feeder_feedthrough_shield_termination_interface.yaml
ebf3_wire_feeder_feedthrough_signal_pin_set,EBF3 wire feeder feedthrough signal pin set,0.04,import_until_gap_resolved,route_gap,conductive_metal,kovar_or_copper_alloy,electrical_feedthrough_vacuum_fabrication_v0,updated_material,very_high,scarce_or_specialty_material,Trace/scarce/specialty alloy dependence; local route should not be assumed without explicit material production and QA.,kb/items/parts/ebf3_wire_feeder_feedthrough_signal_pin_set.yaml
ebf3_wire_feeder_feedthrough_vacuum_side_connector,EBF3 wire feeder feedthrough vacuum-side connector,0.05,import_nominal,import_as_leaf,composite,composite,import_receiving_basic_v0,keep_as_complex_import_or_defer,high,unresolved_material_system,Composite label remains unresolved; item needs BOM decomposition or import treatment.,kb/items/parts/ebf3_wire_feeder_feedthrough_vacuum_side_connector.yaml
ebf3_wire_feeder_gun_bracket_alignment_pin_set,EBF3 wire feeder gun bracket alignment pin set,0.2,sensitivity_flag,lunar_candidate_flagged,steel,steel,steel_shaft_machining_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_wire_feeder_gun_bracket_alignment_pin_set.yaml
ebf3_wire_feeder_gun_bracket_body,EBF3 wire feeder gun bracket body,0.8,sensitivity_flag,lunar_candidate_flagged,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_wire_feeder_gun_bracket_body.yaml
ebf3_wire_feeder_gun_bracket_fastener_interface_set,EBF3 wire feeder gun bracket fastener interface set,0.2,sensitivity_flag,lunar_candidate_flagged,steel,steel,fastener_kit_small_fabrication_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_wire_feeder_gun_bracket_fastener_interface_set.yaml
ebf3_wire_inlet_guide,EBF3 wire inlet guide,0.15,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_wire_inlet_guide.yaml
ebf3_wire_outlet_guide_tube,EBF3 wire outlet guide tube,0.25,sensitivity_flag,lunar_candidate_flagged,steel,steel,tube_bending_and_cutting_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_wire_outlet_guide_tube.yaml
ebf3_wire_spool_core,EBF3 wire spool core,0.35,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,high,magnetic_property_qa,"Shape/material may be plausible, but permeability/loss/lamination/ferrite composition/anneal and magnetic acceptance are not closed.",kb/items/parts/ebf3_wire_spool_core.yaml
ebf3_wire_spool_flange_set,EBF3 wire spool flange set,0.35,local_nominal,lunar_candidate,steel,steel,metal_stamping_process_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_wire_spool_flange_set.yaml
ebf3_wire_spool_retention_feature_set,EBF3 wire spool retention feature set,0.1,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_wire_spool_retention_feature_set.yaml
ebf3_x_axis_ball_screw_shaft,EBF3 x axis ball screw shaft,1.0,import_until_gap_resolved,route_gap,hardened_steel,hardened_steel,steel_shaft_machining_v1,no_material_change,high,precision_heat_treat_metrology,"Base steel may be lunar-plausible, but heat treatment, grinding, fatigue, preload, lubrication, and metrology are not closed.",kb/items/parts/ebf3_x_axis_ball_screw_shaft.yaml
ebf3_y_axis_ball_screw_shaft,EBF3 y axis ball screw shaft,1.0,import_until_gap_resolved,route_gap,steel,steel,ball_screw_fabrication_v0,no_material_change,high,precision_heat_treat_metrology,"Base steel may be lunar-plausible, but heat treatment, grinding, fatigue, preload, lubrication, and metrology are not closed.",kb/items/parts/ebf3_y_axis_ball_screw_shaft.yaml
ebf3_z_axis_ball_screw_shaft,EBF3 z axis ball screw shaft,1.0,import_until_gap_resolved,route_gap,bearing_steel,bearing_steel,ball_screw_fabrication_v0,no_material_change,high,precision_heat_treat_metrology,"Base steel may be lunar-plausible, but heat treatment, grinding, fatigue, preload, lubrication, and metrology are not closed.",kb/items/parts/ebf3_z_axis_ball_screw_shaft.yaml
ebf3_z_axis_brake_body,EBF3 z axis brake body,0.4,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_z_axis_brake_body.yaml
ebf3_z_axis_brake_friction_disc,EBF3 z axis brake friction disc,0.2,import_nominal,import_as_leaf,composite,friction_material_composite,import_receiving_basic_v0,updated_material,high,polymer_or_special_chemistry,"Polymer, elastomer, oil, TIM, and friction materials depend on organics/special chemistry and vacuum/HV qualification.",kb/items/parts/ebf3_z_axis_brake_friction_disc.yaml
ebf3_z_axis_brake_mount,EBF3 z axis brake mount,0.2,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_z_axis_brake_mount.yaml
ebf3_z_axis_counterbalance_anchor_set,EBF3 z axis counterbalance anchor set,0.25,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_z_axis_counterbalance_anchor_set.yaml
ebf3_z_axis_counterbalance_guide_or_link,EBF3 z axis counterbalance guide or link,0.2,sensitivity_flag,lunar_candidate_flagged,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_z_axis_counterbalance_guide_or_link.yaml
ebf3_z_axis_counterbalance_metal_spring_element,EBF3 Z-axis counterbalance metal spring element,0.35,import_until_gap_resolved,route_gap,spring_steel,spring_steel,heat_treat_basic_v0,no_material_change,high,precision_heat_treat_metrology,"Base steel may be lunar-plausible, but heat treatment, grinding, fatigue, preload, lubrication, and metrology are not closed.",kb/items/parts/ebf3_z_axis_counterbalance_metal_spring_element.yaml
ebf3_z_axis_counterbalance_preload_adjustment_interface,EBF3 Z-axis counterbalance preload adjustment interface,0.08,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_z_axis_counterbalance_preload_adjustment_interface.yaml
ebf3_z_axis_counterbalance_spring_end_seat_set,EBF3 Z-axis counterbalance spring end seat set,0.12,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_z_axis_counterbalance_spring_end_seat_set.yaml
