batch,item_id,parent_ids,disposition,confidence,reason,checked_refs,next_action
16,ebf3_wire_feed_motor_housing,ebf3_wire_feed_gearmotor,keep_ebf3_leaf,high,Complete stepper motor candidate is wrong level for a housing and would add coil electronics assumptions to a metal part,readiness_row_312|kb/items/parts/ebf3_wire_feed_motor_housing.yaml|kb/items/parts/stepper_motor_precision.yaml|kb/recipes/recipe_stepper_motor_precision_v0.yaml,Retain EBF3 housing leaf
16,ebf3_wire_feed_motor_mount_clamp_alignment_pin_set,ebf3_wire_feed_motor_mount_clamp,keep_ebf3_leaf,high,Stepper motor candidate is wrong function for alignment pins and would distort local capability and energy,readiness_row_313|kb/items/parts/ebf3_wire_feed_motor_mount_clamp_alignment_pin_set.yaml|kb/items/parts/stepper_motor_precision.yaml|kb/recipes/recipe_stepper_motor_precision_v0.yaml,Retain EBF3 pin set leaf
16,ebf3_wire_feed_motor_mount_clamp_fastener_set,ebf3_wire_feed_motor_mount_clamp,keep_ebf3_leaf,medium,Listed candidate is wrong function and no approved same level fastener replacement is registered for this clamp role,readiness_row_314|register:active_replacements_checked|kb/items/parts/ebf3_wire_feed_motor_mount_clamp_fastener_set.yaml|kb/items/parts/stepper_motor_precision.yaml,Retain EBF3 fastener leaf unless later approved as standard hardware
16,ebf3_wire_feed_motor_mount_clamp_half_set,ebf3_wire_feed_motor_mount_clamp,keep_ebf3_leaf,high,Stepper motor candidate is wrong level for clamp halves and would hide clamp geometry stiffness and interface tolerances,readiness_row_315|kb/items/parts/ebf3_wire_feed_motor_mount_clamp_half_set.yaml|kb/items/parts/stepper_motor_precision.yaml|kb/recipes/recipe_stepper_motor_precision_v0.yaml,Retain EBF3 clamp half leaf
16,ebf3_wire_feed_pressure_arm_pivot_pin,ebf3_wire_feed_pressure_arm,keep_ebf3_leaf,high,No same level KB candidate and pivot wear retention and bearing interface are unresolved,readiness_row_316|kb/items/parts/ebf3_wire_feed_pressure_arm_pivot_pin.yaml,Retain EBF3 pivot pin leaf
16,ebf3_wire_feed_pressure_roll,ebf3_wire_feed_pressure_arm,keep_ebf3_leaf,high,No same level KB candidate and pressure roll groove wear and vacuum bearing interface affect feed performance,readiness_row_317|kb/items/parts/ebf3_wire_feed_pressure_roll.yaml,Retain EBF3 pressure roll leaf
16,ebf3_wire_feed_roll_bearing_set,ebf3_drive_roll_carrier,expand_but_flag,medium,Bearing candidate is same broad function and local precision route exists but mass scale preload lubrication sealing and vacuum compatibility are hidden,readiness_row_318|kb/items/parts/ebf3_wire_feed_roll_bearing_set.yaml|kb/items/parts/bearing_set_heavy.yaml|kb/recipes/recipe_bearing_set_heavy_v0.yaml,Use only as mass-normalized flagged bearing sensitivity proxy
16,ebf3_wire_feeder_base_mounting_slot_set,ebf3_wire_feeder_base,keep_ebf3_leaf,high,No same level KB candidate and mounting slots are datum features rather than independent stock material,readiness_row_319|kb/items/parts/ebf3_wire_feeder_base_mounting_slot_set.yaml,Retain EBF3 feature leaf
16,ebf3_wire_feeder_base_plate,ebf3_wire_feeder_base,expand_but_flag,medium,Metal plate candidate can proxy material and sheet route but not finished flat base geometry slots or stiffness tolerance,readiness_row_320|kb/items/parts/ebf3_wire_feeder_base_plate.yaml|kb/items/parts/metal_sheet_or_plate.yaml|kb/recipes/recipe_metal_sheet_or_plate_v0.yaml,Use metal plate only as flagged material/process sensitivity proxy
17,ebf3_wire_feeder_base_standoff_set,ebf3_wire_feeder_base,keep_ebf3_leaf,high,"No same-level KB candidate; substituting raw alumina/steel would hide part fabrication route, import mass accounting, and energy allocation.",readiness_row_321;kb/items/parts/ebf3_wire_feeder_base_standoff_set.yaml,Keep EBF3 leaf; later choose ceramic or steel route explicitly
17,ebf3_wire_feeder_base_stiffener,ebf3_wire_feeder,keep_ebf3_leaf,high,"No same-level stiffener candidate; generic material reuse would blur local manufacture, small import mass, and machining energy.",readiness_row_322;kb/items/parts/ebf3_wire_feeder_base_stiffener.yaml,Keep EBF3 leaf; later assign structural metal fabrication route
17,ebf3_wire_feeder_feedthrough_air_side_connector,ebf3_wire_feeder_feedthrough_connector,keep_ebf3_leaf,high,"connector_electrical_multi_pin is a generic connector, not reliable for a feedthrough air-side interface; pinout, rating, seal adjacency, and service boundary are hidden.",readiness_row_323;connector_electrical_multi_pin;kb/items/parts/ebf3_wire_feeder_feedthrough_air_side_connector.yaml,Keep EBF3 connector leaf; review feedthrough connector ratings explicitly
17,ebf3_wire_feeder_feedthrough_flange,ebf3_wire_feeder_feedthrough_connector,expand_but_flag,medium,"electrical_feedthrough_vacuum is same broad feedthrough family, but whole 1 kg feedthrough vs 0.08 kg flange hides seal geometry, bolt pattern, and mass scaling.",readiness_row_324;electrical_feedthrough_vacuum;kb/items/parts/ebf3_wire_feeder_feedthrough_flange.yaml,Use only as feedthrough fabrication sensitivity proxy with EBF3 mass retained
17,ebf3_wire_feeder_feedthrough_insulator_body,ebf3_wire_feeder_feedthrough_connector,expand_but_flag,medium,"electrical_feedthrough_vacuum is same broad feedthrough family, but whole assembly hides ceramic grade, pin sealing, creepage, and vacuum compatibility.",readiness_row_325;electrical_feedthrough_vacuum;kb/items/parts/ebf3_wire_feeder_feedthrough_insulator_body.yaml,Use only as feedthrough/ceramic sensitivity proxy; keep dielectric risk flagged
17,ebf3_wire_feeder_feedthrough_motor_power_pin_set,ebf3_wire_feeder_feedthrough_connector,expand_but_flag,medium,"electrical_feedthrough_vacuum includes conductors, but not same-level pin-set closure; current rating, spacing, insulation, and sealing remain hidden.",readiness_row_326;electrical_feedthrough_vacuum;kb/items/parts/ebf3_wire_feeder_feedthrough_motor_power_pin_set.yaml,Use only as feedthrough conductor sensitivity proxy; do not mark reliable pin closure
17,ebf3_wire_feeder_feedthrough_shield_termination_interface,ebf3_wire_feeder_feedthrough_connector,keep_ebf3_leaf,high,"electrical_feedthrough_vacuum is a whole feedthrough, not a shield termination interface; grounding, EMI behavior, and isolation geometry would be invented.",readiness_row_327;electrical_feedthrough_vacuum;kb/items/parts/ebf3_wire_feeder_feedthrough_shield_termination_interface.yaml,Keep EBF3 shield-termination leaf; review grounding and shield interface explicitly
17,ebf3_wire_feeder_feedthrough_signal_pin_set,ebf3_wire_feeder_feedthrough_connector,expand_but_flag,medium,"electrical_feedthrough_vacuum is same broad feedthrough family, but hides signal pin count, shielding, isolation, voltage rating, and scaling.",readiness_row_328;electrical_feedthrough_vacuum;kb/items/parts/ebf3_wire_feeder_feedthrough_signal_pin_set.yaml,Use only as signal-feedthrough sensitivity proxy with EBF3 mass retained
17,ebf3_wire_feeder_feedthrough_vacuum_side_connector,ebf3_wire_feeder_feedthrough_connector,keep_ebf3_leaf,high,"connector_electrical_multi_pin is a generic connector; vacuum compatibility, pin count, material stack, rating, and feedthrough-side environment are hidden.",readiness_row_329;connector_electrical_multi_pin;kb/items/parts/ebf3_wire_feeder_feedthrough_vacuum_side_connector.yaml,Keep EBF3 vacuum-side connector leaf; do not use generic connector as closure
17,ebf3_wire_feeder_gun_bracket_alignment_pin_set,ebf3_wire_feeder_mount_to_gun_bracket,keep_ebf3_leaf,high,"No same-level candidate; alignment pins affect beam geometry, so generic steel would hide precision manufacture, mass, and energy assumptions.",readiness_row_330;kb/items/parts/ebf3_wire_feeder_gun_bracket_alignment_pin_set.yaml,Keep EBF3 leaf; resolve pin fit and bracket alignment route
17,ebf3_wire_feeder_gun_bracket_body,ebf3_wire_feeder_mount_to_gun_bracket,keep_ebf3_leaf,high,"No bracket-body candidate; stiffness and thermal alignment drive fabrication, import mass, and machining energy.",readiness_row_331;kb/items/parts/ebf3_wire_feeder_gun_bracket_body.yaml,Keep EBF3 bracket body leaf; define structural route later
17,ebf3_wire_feeder_gun_bracket_fastener_interface_set,ebf3_wire_feeder_mount_to_gun_bracket,expand_but_flag,medium,"fastener_kit_medium is plausible for non-precision fastening, but generic 1 kg kit can overstate mass and hide interface-specific hardware.",readiness_row_332;fastener_kit_medium;kb/items/parts/ebf3_wire_feeder_gun_bracket_fastener_interface_set.yaml,Use fastener kit only as coarse sensitivity proxy; keep bracket interface risk flagged
17,ebf3_wire_inlet_guide,ebf3_wire_feeder,keep_ebf3_leaf,high,"No same-level wire guide candidate; motion tolerance, wear, and lubrication affect local capability, import mass, and finishing energy.",readiness_row_333;kb/items/parts/ebf3_wire_inlet_guide.yaml,Keep EBF3 leaf; choose guide material and finish route later
17,ebf3_wire_outlet_guide_tube,ebf3_wire_feeder,keep_ebf3_leaf,high,"No same-level guide tube candidate; feed path tolerance and surface finish would be lost, affecting manufacture/import mass/energy.",readiness_row_334;kb/items/parts/ebf3_wire_outlet_guide_tube.yaml,Keep EBF3 leaf; define tube/guide route later
17,ebf3_wire_spool_core,ebf3_wire_spool,keep_ebf3_leaf,high,No same-level spool core candidate; raw metal substitution would erase simple part mass and fabrication energy accounting.,readiness_row_335;kb/items/parts/ebf3_wire_spool_core.yaml,Keep EBF3 spool-core leaf; later map to simple metal part if needed
17,ebf3_wire_spool_flange_set,ebf3_wire_spool,keep_ebf3_leaf,high,"No same-level flange-set candidate; keeping leaf preserves spool part manufacture, import mass, and forming/machining energy.",readiness_row_336;kb/items/parts/ebf3_wire_spool_flange_set.yaml,Keep EBF3 flange-set leaf; later map to spool fabrication route
17,ebf3_wire_spool_retention_feature_set,ebf3_wire_spool,keep_ebf3_leaf,high,"No same-level retention feature candidate; generic material would hide small hardware function, mass, and fabrication energy.",readiness_row_337;kb/items/parts/ebf3_wire_spool_retention_feature_set.yaml,Keep EBF3 retention-feature leaf
17,ebf3_x_axis_ball_screw_shaft,ebf3_ball_screw_shafts,expand_but_flag,medium,"ball_screw_assembly can proxy precision motion only coarsely; assembly mass hides shaft/nut split, preload, and accuracy-class energy.",readiness_row_338;ball_screw_assembly;kb/items/parts/ebf3_x_axis_ball_screw_shaft.yaml,Use only as ball-screw sensitivity proxy; retain shaft-level risk
17,ebf3_y_axis_ball_screw_shaft,ebf3_ball_screw_shafts,expand_but_flag,medium,ball_screw_assembly is useful sensitivity proxy but not shaft-level; mass and precision manufacturing energy are distorted.,readiness_row_339;ball_screw_assembly;kb/items/parts/ebf3_y_axis_ball_screw_shaft.yaml,Use only as ball-screw sensitivity proxy; retain shaft-level risk
17,ebf3_z_axis_ball_screw_shaft,ebf3_ball_screw_shafts,expand_but_flag,medium,"ball_screw_assembly is an assembly-level motion proxy; shaft accuracy, preload, import mass, and grinding energy need flagging.",readiness_row_340;ball_screw_assembly;kb/items/parts/ebf3_z_axis_ball_screw_shaft.yaml,Use only as ball-screw sensitivity proxy; retain shaft-level risk
18,ebf3_z_axis_brake_body,ebf3_z_axis_brake,keep_ebf3_leaf,high,"No same-level KB candidate; electronics_board_proxy is wrong level/function for a brake body and would distort local capability, import mass, and energy.",readiness_row_341;kb/items/parts/ebf3_z_axis_brake_body.yaml,Keep EBF3 brake-body leaf; decompose brake or encode import explicitly
18,ebf3_z_axis_brake_friction_disc,ebf3_z_axis_brake,keep_ebf3_leaf,high,"No same-level KB candidate; composite_placeholder cannot represent friction wear/load behavior, so local manufacture and process energy would be invented.",readiness_row_342;kb/items/parts/ebf3_z_axis_brake_friction_disc.yaml,Keep EBF3 friction-disc leaf until material stack or import is decided
18,ebf3_z_axis_brake_mount,ebf3_z_axis_brake,keep_ebf3_leaf,high,"No same-level KB candidate; steel is only a material guess and does not encode mount tolerance, interface machining, or energy route.",readiness_row_343;kb/items/parts/ebf3_z_axis_brake_mount.yaml,Keep EBF3 mount leaf; later assign metal or insulating route explicitly
18,ebf3_z_axis_counterbalance_anchor_set,ebf3_z_axis_counterbalance,keep_ebf3_leaf,high,"No same-level KB candidate; steel material guess does not encode anchor geometry, load path, fastening, import mass, or fabrication energy.",readiness_row_344;kb/items/parts/ebf3_z_axis_counterbalance_anchor_set.yaml,Keep EBF3 anchor leaf; define counterbalance hardware route later
18,ebf3_z_axis_counterbalance_force_element,ebf3_z_axis_counterbalance,keep_ebf3_leaf,high,"No same-level KB candidate; force element may be spring, counterweight, or actuator-specific, so plain steel would fake motion behavior and energy.",readiness_row_345;kb/items/parts/ebf3_z_axis_counterbalance_force_element.yaml,Keep EBF3 leaf; decompose into weight/spring/actuator or encode import
18,ebf3_z_axis_counterbalance_guide_or_link,ebf3_z_axis_counterbalance,keep_ebf3_leaf,high,"No same-level KB candidate; steel is only a material guess and hides guide/link wear, alignment, lubrication, and fabrication route.",readiness_row_346;kb/items/parts/ebf3_z_axis_counterbalance_guide_or_link.yaml,Keep EBF3 guide/link leaf; define motion-interface route later
